,shape,label
115,torus_bump_115,0.2304609218436874
116,torus_bump_116,0.23246492985971945
117,torus_bump_117,0.23446893787575152
118,torus_bump_118,0.23647294589178358
119,torus_bump_119,0.23847695390781565
120,torus_bump_120,0.2404809619238477
121,torus_bump_121,0.24248496993987978
122,torus_bump_122,0.24448897795591187
123,torus_bump_123,0.24649298597194394
124,torus_bump_124,0.248496993987976
125,torus_bump_125,0.25050100200400804
126,torus_bump_126,0.2525050100200401
127,torus_bump_127,0.2545090180360722
128,torus_bump_128,0.25651302605210424
129,torus_bump_129,0.2585170340681363
130,torus_bump_130,0.2605210420841684
131,torus_bump_131,0.26252505010020044
132,torus_bump_132,0.2645290581162325
133,torus_bump_133,0.2665330661322645
134,torus_bump_134,0.2685370741482966
135,torus_bump_135,0.2705410821643287
136,torus_bump_136,0.27254509018036077
137,torus_bump_137,0.27454909819639284
138,torus_bump_138,0.2765531062124249
139,torus_bump_139,0.27855711422845697
140,torus_bump_140,0.28056112224448904
141,torus_bump_141,0.28256513026052105
142,torus_bump_142,0.2845691382765531
143,torus_bump_143,0.2865731462925852
144,torus_bump_144,0.28857715430861725
145,torus_bump_145,0.2905811623246493
146,torus_bump_146,0.2925851703406814
147,torus_bump_147,0.29458917835671344
148,torus_bump_148,0.29659318637274557
149,torus_bump_149,0.2985971943887776
150,torus_bump_150,0.30060120240480964
151,torus_bump_151,0.3026052104208417
152,torus_bump_152,0.3046092184368738
153,torus_bump_153,0.30661322645290584
154,torus_bump_154,0.3086172344689379
155,torus_bump_155,0.31062124248497
156,torus_bump_156,0.31262525050100204
157,torus_bump_157,0.3146292585170341
158,torus_bump_158,0.31663326653306617
159,torus_bump_159,0.31863727454909824
160,torus_bump_160,0.3206412825651303
161,torus_bump_161,0.32264529058116237
162,torus_bump_162,0.32464929859719444
163,torus_bump_163,0.3266533066132265
164,torus_bump_164,0.32865731462925857
165,torus_bump_165,0.33066132264529063
166,torus_bump_166,0.3326653306613227
167,torus_bump_167,0.33466933867735477
168,torus_bump_168,0.33667334669338683
169,torus_bump_169,0.33867735470941884
170,torus_bump_170,0.3406813627254509
171,torus_bump_171,0.342685370741483
172,torus_bump_172,0.34468937875751504
173,torus_bump_173,0.34669338677354716
174,torus_bump_174,0.34869739478957923
175,torus_bump_175,0.3507014028056113
176,torus_bump_176,0.35270541082164336
177,torus_bump_177,0.35470941883767537
178,torus_bump_178,0.35671342685370744
179,torus_bump_179,0.3587174348697395
180,torus_bump_180,0.36072144288577157
181,torus_bump_181,0.36272545090180364
182,torus_bump_182,0.3647294589178357
183,torus_bump_183,0.36673346693386777
184,torus_bump_184,0.36873747494989983
185,torus_bump_185,0.3707414829659319
186,torus_bump_186,0.37274549098196397
187,torus_bump_187,0.37474949899799603
188,torus_bump_188,0.3767535070140281
189,torus_bump_189,0.3787575150300601
190,torus_bump_190,0.3807615230460922
191,torus_bump_191,0.38276553106212424
192,torus_bump_192,0.3847695390781564
193,torus_bump_193,0.38677354709418843
194,torus_bump_194,0.3887775551102205
195,torus_bump_195,0.39078156312625256
196,torus_bump_196,0.39278557114228463
197,torus_bump_197,0.3947895791583167
198,torus_bump_198,0.39679358717434876
199,torus_bump_199,0.3987975951903808
200,torus_bump_200,0.4008016032064129
201,torus_bump_201,0.40280561122244496
202,torus_bump_202,0.404809619238477
203,torus_bump_203,0.4068136272545091
204,torus_bump_204,0.40881763527054116
205,torus_bump_205,0.41082164328657317
206,torus_bump_206,0.41282565130260523
207,torus_bump_207,0.4148296593186373
208,torus_bump_208,0.41683366733466937
209,torus_bump_209,0.41883767535070143
210,torus_bump_210,0.4208416833667335
211,torus_bump_211,0.42284569138276556
212,torus_bump_212,0.42484969939879763
213,torus_bump_213,0.4268537074148297
214,torus_bump_214,0.42885771543086176
215,torus_bump_215,0.43086172344689383
216,torus_bump_216,0.43286573146292584
217,torus_bump_217,0.4348697394789579
218,torus_bump_218,0.4368737474949901
219,torus_bump_219,0.43887775551102215
220,torus_bump_220,0.4408817635270542
221,torus_bump_221,0.4428857715430862
222,torus_bump_222,0.4448897795591183
223,torus_bump_223,0.44689378757515036
224,torus_bump_224,0.4488977955911824
225,torus_bump_225,0.4509018036072145
226,torus_bump_226,0.45290581162324656
227,torus_bump_227,0.4549098196392786
228,torus_bump_228,0.4569138276553107
229,torus_bump_229,0.45891783567134276
230,torus_bump_230,0.4609218436873748
231,torus_bump_231,0.4629258517034069
232,torus_bump_232,0.4649298597194389
233,torus_bump_233,0.46693386773547096
234,torus_bump_234,0.46893787575150303
235,torus_bump_235,0.4709418837675351
236,torus_bump_236,0.47294589178356716
237,torus_bump_237,0.47494989979959923
238,torus_bump_238,0.4769539078156313
239,torus_bump_239,0.47895791583166336
240,torus_bump_240,0.4809619238476954
241,torus_bump_241,0.4829659318637275
242,torus_bump_242,0.48496993987975956
243,torus_bump_243,0.4869739478957916
244,torus_bump_244,0.48897795591182375
245,torus_bump_245,0.4909819639278558
246,torus_bump_246,0.4929859719438879
247,torus_bump_247,0.49498997995991995
248,torus_bump_248,0.496993987975952
249,torus_bump_249,0.498997995991984
250,torus_bump_250,0.5010020040080161
251,torus_bump_251,0.5030060120240482
252,torus_bump_252,0.5050100200400802
253,torus_bump_253,0.5070140280561123
254,torus_bump_254,0.5090180360721444
255,torus_bump_255,0.5110220440881764
256,torus_bump_256,0.5130260521042085
257,torus_bump_257,0.5150300601202406
258,torus_bump_258,0.5170340681362726
259,torus_bump_259,0.5190380761523047
260,torus_bump_260,0.5210420841683367
261,torus_bump_261,0.5230460921843688
262,torus_bump_262,0.5250501002004009
263,torus_bump_263,0.527054108216433
264,torus_bump_264,0.529058116232465
265,torus_bump_265,0.5310621242484971
266,torus_bump_266,0.533066132264529
267,torus_bump_267,0.5350701402805611
268,torus_bump_268,0.5370741482965932
269,torus_bump_269,0.5390781563126253
270,torus_bump_270,0.5410821643286574
271,torus_bump_271,0.5430861723446895
272,torus_bump_272,0.5450901803607215
273,torus_bump_273,0.5470941883767536
274,torus_bump_274,0.5490981963927857
275,torus_bump_275,0.5511022044088177
276,torus_bump_276,0.5531062124248498
277,torus_bump_277,0.5551102204408819
278,torus_bump_278,0.5571142284569139
279,torus_bump_279,0.559118236472946
280,torus_bump_280,0.5611222444889781
281,torus_bump_281,0.5631262525050101
282,torus_bump_282,0.5651302605210421
283,torus_bump_283,0.5671342685370742
284,torus_bump_284,0.5691382765531062
285,torus_bump_285,0.5711422845691383
286,torus_bump_286,0.5731462925851704
287,torus_bump_287,0.5751503006012024
288,torus_bump_288,0.5771543086172345
289,torus_bump_289,0.5791583166332666
290,torus_bump_290,0.5811623246492986
291,torus_bump_291,0.5831663326653307
292,torus_bump_292,0.5851703406813628
293,torus_bump_293,0.5871743486973948
294,torus_bump_294,0.5891783567134269
295,torus_bump_295,0.5911823647294591
296,torus_bump_296,0.5931863727454911
297,torus_bump_297,0.5951903807615232
298,torus_bump_298,0.5971943887775552
299,torus_bump_299,0.5991983967935872
300,torus_bump_300,0.6012024048096193
301,torus_bump_301,0.6032064128256514
302,torus_bump_302,0.6052104208416834
303,torus_bump_303,0.6072144288577155
304,torus_bump_304,0.6092184368737475
305,torus_bump_305,0.6112224448897796
306,torus_bump_306,0.6132264529058117
307,torus_bump_307,0.6152304609218437
308,torus_bump_308,0.6172344689378758
309,torus_bump_309,0.6192384769539079
310,torus_bump_310,0.62124248496994
311,torus_bump_311,0.623246492985972
312,torus_bump_312,0.6252505010020041
313,torus_bump_313,0.6272545090180361
314,torus_bump_314,0.6292585170340682
315,torus_bump_315,0.6312625250501003
316,torus_bump_316,0.6332665330661323
317,torus_bump_317,0.6352705410821644
318,torus_bump_318,0.6372745490981965
319,torus_bump_319,0.6392785571142285
320,torus_bump_320,0.6412825651302606
321,torus_bump_321,0.6432865731462927
322,torus_bump_322,0.6452905811623247
323,torus_bump_323,0.6472945891783568
324,torus_bump_324,0.6492985971943889
325,torus_bump_325,0.6513026052104209
326,torus_bump_326,0.653306613226453
327,torus_bump_327,0.6553106212424851
328,torus_bump_328,0.6573146292585171
329,torus_bump_329,0.6593186372745492
330,torus_bump_330,0.6613226452905813
331,torus_bump_331,0.6633266533066133
332,torus_bump_332,0.6653306613226454
333,torus_bump_333,0.6673346693386775
334,torus_bump_334,0.6693386773547095
335,torus_bump_335,0.6713426853707416
336,torus_bump_336,0.6733466933867737
337,torus_bump_337,0.6753507014028056
338,torus_bump_338,0.6773547094188377
339,torus_bump_339,0.6793587174348698
340,torus_bump_340,0.6813627254509018
341,torus_bump_341,0.6833667334669339
342,torus_bump_342,0.685370741482966
343,torus_bump_343,0.687374749498998
344,torus_bump_344,0.6893787575150301
345,torus_bump_345,0.6913827655310621
346,torus_bump_346,0.6933867735470943
347,torus_bump_347,0.6953907815631264
348,torus_bump_348,0.6973947895791585
349,torus_bump_349,0.6993987975951905
350,torus_bump_350,0.7014028056112226
351,torus_bump_351,0.7034068136272547
352,torus_bump_352,0.7054108216432867
353,torus_bump_353,0.7074148296593188
354,torus_bump_354,0.7094188376753507
355,torus_bump_355,0.7114228456913828
356,torus_bump_356,0.7134268537074149
357,torus_bump_357,0.7154308617234469
358,torus_bump_358,0.717434869739479
359,torus_bump_359,0.7194388777555112
360,torus_bump_360,0.7214428857715431
361,torus_bump_361,0.7234468937875753
362,torus_bump_362,0.7254509018036073
363,torus_bump_363,0.7274549098196395
364,torus_bump_364,0.7294589178356714
365,torus_bump_365,0.7314629258517036
366,torus_bump_366,0.7334669338677355
367,torus_bump_367,0.7354709418837677
368,torus_bump_368,0.7374749498997997
369,torus_bump_369,0.7394789579158318
370,torus_bump_370,0.7414829659318638
371,torus_bump_371,0.7434869739478959
372,torus_bump_372,0.7454909819639279
373,torus_bump_373,0.74749498997996
374,torus_bump_374,0.7494989979959921
375,torus_bump_375,0.7515030060120241
376,torus_bump_376,0.7535070140280562
377,torus_bump_377,0.7555110220440883
378,torus_bump_378,0.7575150300601202
379,torus_bump_379,0.7595190380761524
380,torus_bump_380,0.7615230460921844
381,torus_bump_381,0.7635270541082165
382,torus_bump_382,0.7655310621242485
383,torus_bump_383,0.7675350701402807
384,torus_bump_384,0.7695390781563128
385,torus_bump_385,0.7715430861723448
386,torus_bump_386,0.7735470941883769
387,torus_bump_387,0.7755511022044089
388,torus_bump_388,0.777555110220441
389,torus_bump_389,0.7795591182364731
390,torus_bump_390,0.7815631262525051
391,torus_bump_391,0.7835671342685372
392,torus_bump_392,0.7855711422845693
393,torus_bump_393,0.7875751503006012
394,torus_bump_394,0.7895791583166334
395,torus_bump_395,0.7915831663326653
396,torus_bump_396,0.7935871743486975
397,torus_bump_397,0.7955911823647295
398,torus_bump_398,0.7975951903807617
399,torus_bump_399,0.7995991983967936
400,torus_bump_400,0.8016032064128258
401,torus_bump_401,0.8036072144288577
402,torus_bump_402,0.8056112224448899
403,torus_bump_403,0.8076152304609219
404,torus_bump_404,0.809619238476954
405,torus_bump_405,0.811623246492986
406,torus_bump_406,0.8136272545090182
407,torus_bump_407,0.8156312625250501
408,torus_bump_408,0.8176352705410823
409,torus_bump_409,0.8196392785571143
410,torus_bump_410,0.8216432865731463
411,torus_bump_411,0.8236472945891785
412,torus_bump_412,0.8256513026052105
413,torus_bump_413,0.8276553106212426
414,torus_bump_414,0.8296593186372746
415,torus_bump_415,0.8316633266533068
416,torus_bump_416,0.8336673346693387
417,torus_bump_417,0.8356713426853709
418,torus_bump_418,0.8376753507014029
419,torus_bump_419,0.839679358717435
420,torus_bump_420,0.841683366733467
421,torus_bump_421,0.8436873747494992
422,torus_bump_422,0.8456913827655311
423,torus_bump_423,0.8476953907815633
424,torus_bump_424,0.8496993987975953
425,torus_bump_425,0.8517034068136273
426,torus_bump_426,0.8537074148296594
427,torus_bump_427,0.8557114228456915
428,torus_bump_428,0.8577154308617235
429,torus_bump_429,0.8597194388777556
430,torus_bump_430,0.8617234468937877
431,torus_bump_431,0.8637274549098197
432,torus_bump_432,0.8657314629258517
433,torus_bump_433,0.8677354709418839
434,torus_bump_434,0.8697394789579158
435,torus_bump_435,0.871743486973948
436,torus_bump_436,0.8737474949899802
437,torus_bump_437,0.8757515030060121
438,torus_bump_438,0.8777555110220443
439,torus_bump_439,0.8797595190380763
440,torus_bump_440,0.8817635270541084
441,torus_bump_441,0.8837675350701404
442,torus_bump_442,0.8857715430861725
443,torus_bump_443,0.8877755511022045
444,torus_bump_444,0.8897795591182366
445,torus_bump_445,0.8917835671342687
446,torus_bump_446,0.8937875751503007
447,torus_bump_447,0.8957915831663328
448,torus_bump_448,0.8977955911823648
449,torus_bump_449,0.8997995991983968
450,torus_bump_450,0.901803607214429
451,torus_bump_451,0.9038076152304609
452,torus_bump_452,0.9058116232464931
453,torus_bump_453,0.9078156312625251
454,torus_bump_454,0.9098196392785572
455,torus_bump_455,0.9118236472945892
456,torus_bump_456,0.9138276553106214
457,torus_bump_457,0.9158316633266533
458,torus_bump_458,0.9178356713426855
459,torus_bump_459,0.9198396793587175
460,torus_bump_460,0.9218436873747496
461,torus_bump_461,0.9238476953907817
462,torus_bump_462,0.9258517034068138
463,torus_bump_463,0.9278557114228458
464,torus_bump_464,0.9298597194388778
465,torus_bump_465,0.93186372745491
466,torus_bump_466,0.9338677354709419
467,torus_bump_467,0.9358717434869741
468,torus_bump_468,0.9378757515030061
469,torus_bump_469,0.9398797595190382
470,torus_bump_470,0.9418837675350702
471,torus_bump_471,0.9438877755511024
472,torus_bump_472,0.9458917835671343
473,torus_bump_473,0.9478957915831665
474,torus_bump_474,0.9498997995991985
475,torus_bump_475,0.9519038076152306
476,torus_bump_476,0.9539078156312626
477,torus_bump_477,0.9559118236472948
478,torus_bump_478,0.9579158316633267
479,torus_bump_479,0.9599198396793589
480,torus_bump_480,0.9619238476953909
481,torus_bump_481,0.9639278557114229
482,torus_bump_482,0.965931863727455
483,torus_bump_483,0.967935871743487
484,torus_bump_484,0.9699398797595191
485,torus_bump_485,0.9719438877755512
486,torus_bump_486,0.9739478957915833
487,torus_bump_487,0.9759519038076153
488,torus_bump_488,0.9779559118236475
489,torus_bump_489,0.9799599198396794
490,torus_bump_490,0.9819639278557116
491,torus_bump_491,0.9839679358717436
492,torus_bump_492,0.9859719438877758
493,torus_bump_493,0.9879759519038077
494,torus_bump_494,0.9899799599198399
495,torus_bump_495,0.9919839679358718
496,torus_bump_496,0.993987975951904
497,torus_bump_497,0.995991983967936
498,torus_bump_498,0.997995991983968
499,torus_bump_499,1.0
